carat,cut_ord,clarity_ord,price
1.32,3,2,7181.226216
0.79,5,2,3069.372553
0.4,5,5,1181.045495
0.31,5,7,1343.941622
0.7,3,3,2453.709701
0.9,2,5,4881.618076
0.36,4,5,686.1302463
0.51,3,5,1780.264162
0.34,5,3,-236.3631299
0.31,3,3,-808.0227953
0.41,4,5,1104.301079
1.73,4,3,11228.40744
0.31,5,8,1801.743435
0.28,5,6,635.2373094
0.32,3,3,-724.3886287
0.51,3,5,1780.264162
1.21,5,2,6582.007549
0.71,3,5,3452.947494
0.9,3,3,4126.393033
0.92,4,5,5369.643575
0.41,5,5,1264.679662
1.11,4,2,5585.287301
0.58,4,5,2526.081911
0.25,3,5,-394.2241689
1,2,2,4344.554303
1.01,3,4,5504.170678
0.37,3,7,1524.989456
1.15,5,7,8369.211615
1.2,5,4,7413.977009
1.5,2,4,9441.866257
1.5,5,4,9923.002006
0.84,2,3,3464.20945
0.51,4,6,2398.444558
1.54,5,2,9341.935046
0.35,2,4,-176.0628989
1.01,4,5,6122.351074
1.11,3,7,7713.917783
1.16,4,7,8292.467198
1.01,1,3,4725.611699
1.26,5,3,7457.980195
1.03,5,7,7365.601616
0.53,5,5,2268.289661
0.3,5,4,-113.0979833
1.06,4,2,5167.116468
1.22,4,4,7420.866759
0.39,3,4,318.8523502
0.7,3,5,3369.313327
1.5,4,3,9304.82161
0.72,3,3,2620.978034
1.03,5,3,5534.394364
0.31,2,3,-968.4013781
2.51,3,2,17133.69204
2.63,5,2,18458.0592
1.27,5,5,8457.217988
0.81,4,3,3534.064116
0.9,5,3,4447.150198
0.33,5,5,595.6063294
1.61,5,4,10842.97784
0.36,5,5,846.5088291
1.3,4,3,7632.138279
0.9,1,5,4721.239493
1,2,3,4802.356116
1.52,3,2,8853.909548
0.55,3,5,2114.800828
1,3,4,5420.536511
0.34,4,7,1434.465539
0.53,3,5,1947.532495
0.7,4,3,2614.088284
1.18,4,4,7086.330093
0.42,5,3,432.7102027
2.26,5,2,15363.59504
0.42,3,5,1027.556663
0.73,5,4,3483.17118
0.31,5,5,428.3379962
0.74,5,4,3566.805346
1.31,4,3,7715.772445
1.01,2,5,5801.593908
0.4,4,3,105.0632867
0.4,3,5,860.2883298
1.52,3,5,10227.31499
0.32,4,3,-564.0100459
0.3,5,3,-570.8997962
0.61,5,4,2479.561181
2,3,3,13326.15136
0.51,5,4,1643.219515
0.7,5,3,2774.466867
0.91,3,2,3752.225386
0.71,3,6,3910.749307
0.42,5,5,1348.313829
1.56,3,2,9188.446214
0.33,5,5,595.6063294
0.54,5,4,1894.122015
0.36,5,3,-69.09479676
1.21,4,4,7337.232592
0.27,3,5,-226.9558357
2.07,4,3,14071.9691
0.3,3,5,23.94666399
0.31,3,7,1023.184456
1.51,4,3,9388.455777
0.41,4,2,-269.1043596
0.43,5,3,516.3443693
2.02,4,2,13195.99646
0.71,3,4,2995.145681
0.25,5,5,-73.46700323
0.3,5,7,1260.307456
0.48,4,5,1689.740245
0.73,5,5,3940.972992
0.35,5,7,1678.478288
0.73,4,2,2407.188971
0.72,5,6,4315.140639
0.6,3,2,1159.566222
1.5,3,2,8686.641214
0.31,5,7,1343.941622
1,2,3,4802.356116
0.78,2,4,3420.206264
1.76,5,4,12097.49034
0.9,4,3,4286.771616
1,2,5,5717.959742
0.7,4,3,2614.088284
0.41,4,6,1562.102892
0.52,5,4,1726.853681
0.64,4,2,1654.481472
0.91,4,3,4370.405782
0.51,5,5,2101.021328
0.3,2,6,321.3698941
0.47,2,4,827.5471
0.71,5,7,4689.308285
0.31,5,6,886.1398092
0.3,5,6,802.5056426
1,4,3,5123.113281
0.33,5,5,595.6063294
1.04,4,2,4999.848135
0.71,3,5,3452.947494
1.05,3,2,4923.103718
0.42,5,7,2263.917454
0.33,3,8,1648.254603
0.32,4,5,351.59358
1.01,2,2,4428.188469
0.5,5,7,2932.990787
0.3,4,4,-273.4765661
0.53,5,5,2268.289661
1.04,5,3,5618.02853
0.7,5,4,3232.26868
0.36,4,5,686.1302463
0.27,5,5,93.80132992
0.39,5,5,1097.411329
0.68,5,4,3065.000347
0.7,5,5,3690.070493
0.31,5,8,1801.743435
0.4,5,4,723.2436825
0.43,5,3,516.3443693
0.24,3,7,437.7452904
1,4,3,5123.113281
1.61,4,2,9766.99563
0.3,3,4,-433.8551489
1,5,3,5283.491864
0.71,4,2,2239.920638
1.01,5,3,5367.126031
1,3,2,4504.932886
0.46,3,5,1362.093329
0.92,2,4,4591.084596
1.61,4,3,10224.79744
0.31,3,6,565.3826435
0.31,5,6,886.1398092
0.77,5,5,4275.509659
1.2,3,3,6635.41803
0.78,5,3,3443.540199
0.4,5,2,-192.3599434
0.56,5,4,2061.390348
0.31,4,8,1641.364852
0.41,5,7,2180.283288
0.32,4,3,-564.0100459
0.38,5,4,555.9753493
0.3,5,5,344.7038297
1.25,5,5,8289.949654
1.79,4,4,12188.01425
0.43,5,5,1431.947995
0.35,5,5,762.8746625
0.31,4,8,1641.364852
0.71,4,3,2697.722451
0.51,1,3,543.9033706
0.32,5,5,511.9721628
0.53,5,2,894.8842221
1,3,2,4504.932886
0.7,5,3,2774.466867
1.7,3,2,10359.32455
1.17,5,5,7620.876322
0.8,3,5,4205.654993
0.38,4,3,-62.20504644
0.3,5,2,-1028.701609
0.55,5,3,1519.954368
0.7,1,4,2590.754348
0.31,5,5,428.3379962
2.01,3,1,12494.1819
0.63,5,2,1731.225888
0.7,1,4,2590.754348
1.59,5,5,11133.51132
0.38,5,3,98.17353639
0.5,5,6,2475.188974
1,2,4,5260.157929
0.52,5,3,1269.051868
0.31,5,5,428.3379962
0.41,4,5,1104.301079
1.21,4,2,6421.628966
0.64,4,5,3027.88691
0.7,3,5,3369.313327
0.31,2,5,-52.79775227
0.82,5,7,5609.284118
1.06,5,2,5327.495051
0.54,3,3,1115.563036
1.52,3,2,8853.909548
1.5,3,6,10517.84847
0.59,3,4,1991.535682
1.17,3,3,6384.51553
0.8,5,3,3610.808533
1.03,4,2,4916.213968
0.51,5,7,3016.624954
0.73,5,2,2567.567554
0.51,5,3,1185.417702
0.31,4,5,267.9594134
0.38,3,4,235.2181837
1.52,2,5,10066.9364
1.24,4,8,9419.342344
1.02,5,3,5450.760197
0.3,5,6,802.5056426
0.39,4,5,937.032746
0.76,2,5,3710.739744
0.52,4,5,2024.276912
1.02,4,5,6205.98524
0.4,5,5,1181.045495
0.52,5,6,2642.457307
0.52,3,5,1863.898329
0.63,4,3,2028.649118
0.32,4,6,809.3953929
0.4,4,6,1478.468726
0.74,5,2,2651.20172
1.07,5,2,5411.129217
3.01,2,2,21155.02178
0.31,4,6,725.7612263
0.54,5,7,3267.527453
0.7,3,3,2453.709701
2.48,4,3,17500.96993
0.3,5,5,344.7038297
0.9,2,2,3508.212637
0.33,4,7,1350.831372
1.3,4,5,8547.741904
1.14,2,2,5515.432635
0.62,5,7,3936.600786
0.31,4,4,-189.8423995
0.3,5,8,1718.109268
1.02,5,3,5450.760197
0.53,5,5,2268.289661
1.08,4,2,5334.384801
1.01,4,2,4748.945635
1.13,1,2,5271.419885
1.7,5,5,12053.48715
0.42,5,4,890.5120156
1.08,5,4,6410.36701
0.77,4,5,4115.131076
1.11,5,5,7119.071322
1.12,5,2,5829.30005
1.2,4,4,7253.598426
1.02,3,4,5587.804845
0.33,5,6,1053.408142
0.31,3,7,1023.184456
1.25,4,3,7213.967446
1.25,4,5,8129.571072
0.3,5,6,802.5056426
1.11,5,5,7119.071322
0.61,5,5,2937.362994
1.26,3,3,7137.223029
0.32,5,3,-403.6314631
1.5,4,4,9762.623423
0.39,5,3,181.807703
1.73,4,2,10770.60563
1,5,2,4825.690051
2.39,3,4,17045.68567
1.52,4,3,9472.089943
0.33,5,2,-777.7991094
0.31,5,7,1343.941622
1.2,3,3,6635.41803
0.36,5,6,1304.310642
0.31,5,5,428.3379962
0.37,5,5,930.1429957
2.59,5,4,19039.12616
0.56,5,5,2519.192161
1.01,4,3,5206.747448
0.71,5,3,2858.101033
0.4,3,2,-513.1171091
1.02,5,3,5450.760197
0.38,3,2,-680.3854422
1.01,4,2,4748.945635
0.84,5,5,4860.948825
0.83,4,3,3701.33245
0.31,4,6,725.7612263
2.01,4,2,13112.36229
0.43,5,7,2347.551621
0.34,5,5,679.240496
0.33,5,4,137.8045164
1,3,2,4504.932886
0.28,5,3,-738.1681294
0.4,5,6,1638.847308
1.08,5,3,5952.565197
1.19,1,3,6231.026698
1.51,3,4,9685.879007
0.91,3,2,3752.225386
0.43,4,5,1271.569412
1.01,5,5,6282.729657
0.53,5,5,2268.289661
0.33,3,7,1190.45279
1.11,4,2,5585.287301
1.02,4,4,5748.183427
1.01,4,3,5206.747448
0.9,4,3,4286.771616
1.03,5,6,6907.799803
0.42,5,6,1806.115642
0.51,5,4,1643.219515
0.71,5,6,4231.506472
1.6,5,5,11217.14548
0.64,3,5,2867.508328
1.07,4,3,5708.552447
0.63,5,3,2189.027701
0.43,4,5,1271.569412
0.34,4,5,518.8619131
0.3,2,4,-594.2337318
1,3,3,4962.734698
1.01,3,5,5961.972491
1.23,2,3,6725.941947
1.02,4,3,5290.381614
2.01,1,2,12631.22654
0.82,5,2,3320.275053
0.32,5,5,511.9721628
0.71,4,3,2697.722451
0.4,3,2,-513.1171091
0.4,3,8,2233.693769
0.51,5,5,2101.021328
0.32,2,5,30.83641431
0.42,5,6,1806.115642
0.32,3,4,-266.5868158
1.66,4,6,12016.37371
1.56,3,3,9646.248027
1.5,3,1,8228.839401
0.31,5,8,1801.743435
0.7,2,5,3208.934744
0.7,5,3,2774.466867
0.72,5,2,2483.933387
0.52,5,2,811.2500555
0.41,3,7,1859.526122
0.9,3,4,4584.194846
2.06,5,5,15064.31715
0.72,5,4,3399.537013
0.38,4,5,853.3985794
0.51,5,5,2101.021328
0.31,4,7,1183.563039
0.71,3,3,2537.343868
2.22,5,5,16402.46381
1.24,5,6,8664.117301
1.02,4,5,6205.98524
0.78,5,6,4816.945638
0.34,2,3,-717.4988784
1.25,4,2,6756.165633
0.71,5,4,3315.902846
0.7,4,3,2614.088284
0.3,4,5,184.3252468
1.03,5,3,5534.394364
0.53,5,5,2268.289661
0.4,4,6,1478.468726
0.57,4,4,1984.645931
1.01,1,3,4725.611699
0.71,2,4,2834.767098
1.21,5,4,7497.611175
1.54,4,2,9181.556464
0.32,4,4,-106.208233
0.93,4,5,5453.277741
0.71,4,5,3613.326076
2.33,5,5,17322.43964
0.52,4,3,1108.673286
2.01,4,2,13112.36229
0.53,5,5,2268.289661
0.57,4,5,2442.447744
0.58,2,3,1289.721119
0.31,4,5,267.9594134
0.31,2,7,862.8058736
0.34,5,5,679.240496
1.01,2,2,4428.188469
1.08,5,4,6410.36701
0.33,5,4,137.8045164
1.11,3,4,6340.512344
0.3,5,5,344.7038297
1.01,3,4,5504.170678
1.73,2,1,9992.04665
1.5,4,2,8847.019797
1.02,4,7,7121.588866
0.34,5,8,2052.645935
1.04,2,2,4679.090969
0.5,5,5,2017.387161
0.41,5,5,1264.679662
1.02,4,3,5290.381614
0.5,4,4,1399.206765
0.66,5,3,2439.930201
0.42,4,7,2103.538872
0.3,3,5,23.94666399
1.01,3,2,4588.567052
0.7,1,2,1675.150723
0.45,2,7,2033.684206
1.01,5,4,5824.927844
0.74,1,3,2467.489202
1.45,1,2,7947.713216
0.3,5,3,-570.8997962
1.62,5,5,11384.41382
0.9,2,2,3508.212637
0.31,4,5,267.9594134
1.03,4,1,4458.412155
0.3,4,5,184.3252468
0.25,3,6,63.57764404
0.31,4,4,-189.8423995
1,4,2,4665.311468
0.9,3,2,3668.59122
1,3,3,4962.734698
0.5,3,3,781.0263696
1.91,5,2,12436.39921
0.5,4,4,1399.206765
1.03,5,2,5076.592551
1.1,3,4,6256.878177
1.51,5,2,9091.032547
0.67,5,2,2065.762554
1.35,1,3,7569.173363
1.02,3,6,6503.40847
0.31,3,7,1023.184456
0.79,3,5,4122.020826
0.3,5,6,802.5056426
0.52,3,4,1406.096516
0.33,3,5,274.8491637
1.2,5,5,7871.778822
0.78,4,2,2825.359804
0.41,5,6,1722.481475
0.4,4,3,105.0632867
0.42,5,5,1348.313829
0.52,3,6,2321.700142
0.76,5,2,2818.470053
1.11,4,2,5585.287301
1.04,5,7,7449.235782
0.41,3,6,1401.724309
0.33,5,6,1053.408142
0.3,5,3,-570.8997962
0.32,4,5,351.59358
0.34,2,3,-717.4988784
0.56,4,7,3274.417204
0.7,4,2,2156.286471
0.33,4,8,1808.633185
0.26,4,7,765.3922064
1,2,2,4344.554303
0.35,5,7,1678.478288
1.01,4,3,5206.747448
2.04,4,3,13821.06661
0.55,5,2,1062.152555
0.26,3,4,-768.3918153
0.41,3,4,486.1206834
0.41,5,6,1722.481475
0.32,5,4,54.17034987
0.36,5,5,846.5088291
0.73,3,2,2246.810388
0.33,4,8,1808.633185
0.72,3,6,3994.383473
0.4,2,3,-215.6938789
1.28,5,7,9456.45578
0.38,5,7,1929.380788
1.24,5,5,8206.315488
1.5,2,2,8526.262632
1.5,2,3,8984.064444
2.01,5,3,13730.54269
1.1,5,4,6577.635343
0.5,2,5,1536.251413
1.5,4,3,9304.82161
1.5,4,6,10678.22705
1.06,5,6,7158.702302
0.56,3,6,2656.236808
0.95,2,2,3926.38347
0.31,4,7,1183.563039
1.05,3,3,5380.905531
2.01,5,2,13272.74088
0.31,3,3,-808.0227953
0.56,5,4,2061.390348
0.3,5,5,344.7038297
0.7,5,6,4147.872306
1.5,3,2,8686.641214
0.38,5,7,1929.380788
0.3,3,3,-891.6569619
0.71,4,2,2239.920638
1,5,3,5283.491864
1.22,4,3,6963.064946
1.51,5,6,10922.2398
2.01,5,3,13730.54269
0.36,4,6,1143.932059
0.42,5,4,890.5120156
0.91,4,5,5286.009408
1.29,2,5,8143.350572
1.01,3,3,5046.368865
1.63,5,1,9636.840733
2,2,3,13165.77277
2.53,4,3,17919.14077
1.03,1,3,4892.880033
0.35,5,8,2136.280101
1.02,2,2,4511.822636
1.51,4,1,8472.852151
1.56,5,4,10424.80701
0.23,3,7,354.1111238
0.66,2,4,2416.596265
0.91,4,5,5286.009408
0.31,3,3,-808.0227953
0.44,5,6,1973.383975
0.4,2,3,-215.6938789
0.9,3,3,4126.393033
0.59,3,4,1991.535682
0.41,5,6,1722.481475
1.01,3,4,5504.170678
0.52,3,3,948.2947028
0.37,4,3,-145.839213
1.51,4,3,9388.455777
2.01,3,3,13409.78552
2.05,4,2,13446.89896
1.21,4,3,6879.430779
1.01,3,4,5504.170678
0.23,2,6,-264.0692719
1.5,1,1,7908.082236
0.73,5,4,3483.17118
0.73,3,5,3620.215827
0.56,1,3,962.0742034
0.33,4,4,-22.57406639
1.71,5,3,11221.51769
2.15,5,2,14443.61921
1.31,5,3,7876.151028
0.9,2,3,3966.01445
0.38,5,4,555.9753493
0.4,4,7,1936.270538
1.03,3,4,5671.439011
0.39,3,7,1692.257789
0.42,5,5,1348.313829
0.58,5,2,1313.055055
1,1,2,4184.17572
0.31,3,4,-350.2209824
1.5,4,2,8847.019797
0.7,2,6,3666.736557
1.5,4,3,9304.82161
1.5,3,3,9144.443027
1.55,5,5,10798.97465
0.33,4,4,-22.57406639
1.23,5,5,8122.681321
0.57,3,3,1366.465536
1.72,4,1,10229.16965
1,4,4,5580.915094
1.28,5,1,6709.644902
0.38,5,5,1013.777162
0.9,3,2,3668.59122
1.51,3,6,10601.48263
0.52,4,3,1108.673286
0.31,5,7,1343.941622
0.28,3,6,314.4801438
0.7,3,3,2453.709701
1.51,3,5,10143.68082
1.05,3,8,7669.914596
1,4,6,6496.51872
1.51,3,6,10601.48263
1.21,3,3,6719.052197
0.34,5,4,221.438683
0.9,4,3,4286.771616
1.3,5,3,7792.516861
0.42,5,4,890.5120156
0.74,5,3,3109.003533
1.02,5,4,5908.56201
0.3,5,5,344.7038297
0.4,3,6,1318.090143
0.3,4,3,-731.2783791
0.3,5,5,344.7038297
2.01,1,2,12631.22654
1.35,4,5,8965.912737
1.03,5,2,5076.592551
1.01,2,3,4885.990282
0.71,3,5,3452.947494
0.38,5,7,1929.380788
0.5,2,2,162.8459739
0.54,4,4,1733.743432
0.73,5,7,4856.576618
1.01,1,2,4267.809886
0.51,4,5,1940.642745
1.01,2,5,5801.593908
2.03,4,4,14195.23425
0.34,5,6,1137.042309
0.54,5,6,2809.72564
0.7,2,4,2751.132931
1.52,2,3,9151.332778
0.31,5,3,-487.2656296
0.4,3,7,1775.891956
0.5,4,3,941.4049525
1.02,3,2,4672.201219
0.5,3,4,1238.828183
1.21,3,3,6719.052197
0.54,2,4,1412.986266
1.01,5,3,5367.126031
0.32,5,5,511.9721628
0.9,4,5,5202.375241
1.5,5,6,10838.60563
0.33,4,7,1350.831372
0.5,3,5,1696.629996
0.71,5,2,2400.29922
0.72,4,5,3696.960243
1.08,3,2,5174.006218
0.55,5,3,1519.954368
0.33,4,5,435.2277465
0.3,3,6,481.7484769
0.41,5,7,2180.283288
0.35,4,3,-313.1075462
1.51,3,4,9685.879007
0.82,2,3,3296.941117
1.18,4,3,6628.52828
0.4,4,4,562.8650997
0.31,5,5,428.3379962
0.3,4,3,-731.2783791
2.05,4,2,13446.89896
0.7,3,3,2453.709701
0.42,3,3,111.953037
1.06,5,2,5327.495051
0.29,3,6,398.1143103
0.73,5,4,3483.17118
1.03,3,3,5213.637198
0.74,5,3,3109.003533
1.18,4,1,5712.924654
0.9,4,4,4744.573428
1.41,4,3,8552.114111
1.03,5,6,6907.799803
1.02,4,5,6205.98524
0.7,5,2,2316.665054
0.32,5,5,511.9721628
0.43,5,7,2347.551621
0.5,3,2,323.2245567
0.28,3,6,314.4801438
0.36,5,5,846.5088291
1.51,3,3,9228.077194
0.52,5,5,2184.655494
1.05,5,3,5701.662697
0.34,3,3,-557.1202956
0.4,5,5,1181.045495
2.14,5,2,14359.98504
2,4,4,13944.33175
0.92,4,2,3996.238136
1.55,4,2,9265.19063
1.04,5,5,6533.632156
1.02,5,3,5450.760197
2.01,3,3,13409.78552
1.51,1,5,9822.923654
0.3,5,6,802.5056426
1.01,5,5,6282.729657
1.05,4,4,5999.085927
1.22,5,6,8496.848968
0.75,4,3,3032.259117
0.44,5,3,599.9785359
0.33,5,4,137.8045164
0.72,5,5,3857.338826
0.81,4,2,3076.262303
0.3,5,3,-570.8997962
0.7,3,3,2453.709701
1.72,4,3,11144.77327
1,4,3,5123.113281
0.3,3,3,-891.6569619
0.28,5,6,635.2373094
0.72,3,4,3078.779847
0.31,4,3,-647.6442125
1.54,4,2,9181.556464
0.31,5,3,-487.2656296
0.37,4,6,1227.566226
0.38,5,5,1013.777162
0.9,1,1,2890.032241
1,4,3,5123.113281
0.33,3,7,1190.45279
1.03,3,2,4755.835385
0.42,3,2,-345.8487759
0.62,5,6,3478.798973
0.9,5,3,4447.150198
1.18,3,2,6010.347884
0.41,5,5,1264.679662
0.25,3,6,63.57764404
0.36,4,2,-687.2751925
0.51,5,2,727.615889
1.19,4,5,7627.766072
0.5,4,3,941.4049525
0.41,3,2,-429.4829425
1.5,4,5,10220.42524
0.51,3,3,864.6605362
0.7,5,7,4605.674119
0.36,5,3,-69.09479676
0.77,4,3,3199.52745
0.7,2,2,1835.529305
0.46,5,2,309.4450561
0.95,2,6,5757.590722
0.83,5,4,4319.512845
0.7,3,4,2911.511514
1.14,3,2,5675.811218
1.18,2,2,5849.969301
0.33,5,7,1511.209955
0.23,5,2,-1614.140775
0.92,5,2,4156.616719
0.33,5,3,-319.9972965
1.05,3,7,7212.112783
0.52,5,5,2184.655494
1.18,4,5,7544.131906
1.07,4,5,6624.156073
1.02,3,5,6045.606658
1.52,4,4,9929.891756
0.31,5,4,-29.46381671
1.2,4,3,6795.796613
0.32,4,3,-564.0100459
0.7,4,5,3529.69191
0.35,5,5,762.8746625
0.51,5,4,1643.219515
1.05,5,3,5701.662697
0.35,5,3,-152.7289633
0.31,4,5,267.9594134
0.3,5,8,1718.109268
0.61,5,6,3395.164806
0.6,4,3,1777.746618
0.35,3,5,442.1174969
0.51,5,4,1643.219515
0.71,5,4,3315.902846
1.11,4,3,6043.089114
0.33,5,6,1053.408142
0.7,5,5,3690.070493
1.2,5,6,8329.580634
0.31,5,3,-487.2656296
0.36,5,3,-69.09479676
0.91,3,3,4210.027199
1,3,5,5878.338324
0.9,3,4,4584.194846
0.52,4,7,2939.880537
1.06,5,6,7158.702302
0.31,2,5,-52.79775227
0.7,5,3,2774.466867
1.23,5,2,6749.275882
0.52,5,5,2184.655494
0.31,4,5,267.9594134
1,3,8,7251.743763
0.3,3,4,-433.8551489
1.27,5,3,7541.614362
0.26,5,4,-447.6346496
0.71,4,3,2697.722451
0.5,2,3,620.6477868
0.34,4,4,61.06010019
1.02,4,5,6205.98524
1.51,3,4,9685.879007
1.08,3,7,7463.015283
1.16,1,2,5522.322385
0.91,3,5,5125.630825
1.33,4,2,7425.238965
0.92,3,3,4293.661366
0.46,5,8,3056.255934
0.33,4,4,-22.57406639
1.01,4,2,4748.945635
1.04,4,2,4999.848135
0.73,5,6,4398.774805
0.42,4,5,1187.935246
0.46,1,4,583.5343506
0.78,1,2,2344.224055
1,4,5,6038.716907
0.71,5,8,5147.110098
0.33,4,5,435.2277465
0.71,4,3,2697.722451
0.91,4,2,3912.603969
2.23,4,5,16325.7194
0.7,5,5,3690.070493
1.13,4,4,6668.15926
1.75,5,5,12471.65798
1.21,4,3,6879.430779
0.7,3,5,3369.313327
1.01,2,3,4885.990282
0.36,5,5,846.5088291
0.72,3,2,2163.176221
1.62,3,5,11063.65665
1.19,5,6,8245.946468
1.01,3,3,5046.368865
0.7,4,4,3071.890097
1.03,5,5,6449.99799
0.54,1,3,794.8058703
0.9,3,2,3668.59122
0.4,5,8,2554.450934
0.51,4,5,1940.642745
0.53,4,5,2107.911078
0.5,4,5,1857.008578
0.36,5,3,-69.09479676
0.64,2,3,1791.526119
0.9,5,7,6278.35745
0.35,5,3,-152.7289633
0.3,2,6,321.3698941
1,4,3,5123.113281
0.59,5,3,1854.491034
0.71,2,2,1919.163472
0.7,3,4,2911.511514
0.31,4,3,-647.6442125
1.57,5,3,10050.63936
0.9,5,3,4447.150198
0.59,5,3,1854.491034
0.26,3,4,-768.3918153
0.41,5,6,1722.481475
0.4,3,4,402.4865168
0.53,3,5,1947.532495
0.7,5,3,2774.466867
0.32,4,3,-564.0100459
0.7,2,4,2751.132931
0.7,3,5,3369.313327
0.9,2,3,3966.01445
0.33,4,5,435.2277465
1.15,2,2,5599.066801
1.01,3,5,5961.972491
0.32,5,8,1885.377602
2.33,3,2,15628.27704
0.79,3,3,3206.4172
1.21,5,3,7039.809362
0.75,3,3,2871.880534
0.4,5,3,265.4418695
1.23,2,4,7183.74376
1.08,4,3,5792.186614
0.28,3,4,-601.1234821
0.54,3,5,2031.166662
1.09,4,5,6791.424406
0.28,3,6,314.4801438
1.2,4,2,6337.9948
1,5,3,5283.491864
0.36,5,3,-69.09479676
0.6,3,3,1617.368035
1.71,4,3,11061.13911
0.33,5,5,595.6063294
0.3,5,7,1260.307456
0.71,5,2,2400.29922
0.31,5,8,1801.743435
0.32,5,6,969.7739757
0.66,5,3,2439.930201
1.5,2,2,8526.262632
0.38,4,5,853.3985794
1.22,4,5,7878.668572
1.53,3,4,9853.14734
0.3,5,3,-570.8997962
1.79,4,5,12645.81607
1.02,5,1,4535.156571
0.3,5,6,802.5056426
0.75,5,3,3192.6377
0.54,5,3,1436.320202
0.7,1,2,1675.150723
1.25,5,3,7374.346029
0.82,5,3,3778.076866
1.01,3,5,5961.972491
1.15,3,2,5759.445384
1.67,5,5,11802.58465
1.01,3,5,5961.972491
0.39,3,5,776.6541632
1.22,5,4,7581.245342
1.01,2,3,4885.990282
2,3,5,14241.75498
0.54,5,5,2351.923827
0.9,4,3,4286.771616
0.32,3,3,-724.3886287
0.54,3,3,1115.563036
0.5,4,3,941.4049525
1.51,4,6,10761.86122
1.01,3,5,5961.972491
0.77,2,2,2420.968471
0.7,1,2,1675.150723
0.31,5,5,428.3379962
2.18,4,2,14534.14312
0.3,3,4,-433.8551489
0.53,5,3,1352.686035
0.9,3,3,4126.393033
1.13,5,3,6370.73603
0.4,4,2,-352.7385262
0.5,3,5,1696.629996
0.37,5,7,1845.746622
1.12,3,5,6881.948323
1.28,5,3,7625.248528
0.66,3,7,3950.380287
0.71,2,3,2376.965285
0.4,4,4,562.8650997
1.28,5,3,7625.248528
0.42,4,2,-185.4701931
1,3,2,4504.932886
0.41,4,4,646.4992662
0.52,3,4,1406.096516
0.46,5,7,2598.454121
1.5,3,5,10060.04665
1.13,3,5,6965.58249
0.3,3,3,-891.6569619
2,3,2,12868.34954
1.68,5,5,11886.21882
0.3,5,3,-570.8997962
0.81,4,4,3991.865929
0.35,3,3,-473.486129
1.54,5,2,9341.935046
0.32,5,7,1427.575789
0.9,5,3,4447.150198
0.79,5,4,3984.976179
0.5,5,2,643.9817224
1.09,5,3,6036.199363
0.33,3,5,274.8491637
0.38,2,5,532.6414138
0.31,5,5,428.3379962
1.21,3,2,6261.250384
1.19,5,2,6414.739216
0.55,5,6,2893.359807
0.7,5,3,2774.466867
0.39,3,7,1692.257789
1.66,5,2,10345.54505
1.1,5,3,6119.83353
1.21,3,2,6261.250384
0.3,3,4,-433.8551489
0.86,2,2,3173.675971
0.3,5,4,-113.0979833
1.22,5,4,7581.245342
0.3,4,3,-731.2783791
1.2,5,4,7413.977009
0.31,5,7,1343.941622
2.01,3,5,14325.38915
0.37,5,3,14.53936982
0.31,4,4,-189.8423995
0.3,5,3,-570.8997962
0.31,5,6,886.1398092
0.27,3,7,688.6477901
0.32,5,6,969.7739757
0.33,5,8,1969.011768
1.86,3,2,11697.47121
0.72,5,4,3399.537013
1.05,5,3,5701.662697
1.02,4,5,6205.98524
1.04,3,3,5297.271365
0.95,3,6,5917.969304
0.3,5,6,802.5056426
0.27,3,4,-684.7576487
0.32,4,5,351.59358
1.28,5,3,7625.248528
1.31,4,3,7715.772445
0.3,4,3,-731.2783791
1.51,5,4,10006.63617
0.36,5,5,846.5088291
0.73,4,3,2864.990784
0.33,5,8,1969.011768
1,4,2,4665.311468
0.31,5,8,1801.743435
0.56,5,5,2519.192161
0.32,4,6,809.3953929
1.53,4,7,11386.93136
0.52,3,3,948.2947028
0.42,5,7,2263.917454
0.3,5,5,344.7038297
1,3,5,5878.338324
0.44,2,5,1034.446413
1.01,2,5,5801.593908
0.31,5,4,-29.46381671
2.28,4,2,15370.48479
0.5,4,5,1857.008578
0.5,5,6,2475.188974
0.36,3,3,-389.8519624
0.7,5,3,2774.466867
0.4,4,2,-352.7385262
0.52,2,5,1703.519746
1.02,5,2,4992.958384
0.76,3,6,4328.920139
2.03,5,2,13440.00921
1.51,4,5,10304.0594
0.61,3,3,1701.002202
1,4,5,6038.716907
1.07,4,2,5250.750634
1.21,3,4,7176.85401
0.46,1,4,583.5343506
0.79,2,5,3961.642243
0.32,5,6,969.7739757
0.4,5,5,1181.045495
0.51,1,5,1459.506996
1.05,4,4,5999.085927
0.43,3,3,195.5872036
0.3,5,6,802.5056426
1.51,4,3,9388.455777
1.54,5,5,10715.34049
1.16,5,5,7537.242155
1.01,4,3,5206.747448
1.01,3,5,5961.972491
0.83,4,3,3701.33245
0.93,3,5,5292.899158
1.2,3,2,6177.616217
0.8,5,6,4984.213971
1.11,5,6,7576.873135
1.31,4,2,7257.970632
1.11,2,3,5722.331948
1.1,2,2,5180.895968
1.22,4,2,6505.263133
0.72,5,2,2483.933387
1.09,4,5,6791.424406
1.05,3,3,5380.905531
0.7,1,3,2132.952536
1.01,3,3,5046.368865

